Id,MSSubClass,LotShape,LandContour,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,LotFrontage,LotArea,GarageArea,GrLivArea,TotalBsmtSF,SalePrice
899,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Excellent,Average,100,12919,820,2364,2330,611657
900,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Good,65,6993,288,1236,912,135000
901,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Below Average,Above Average,NA,7340,684,858,858,110000
902,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Good,64,8712,756,1306,992,153000
903,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,63,7875,393,1509,783,180000
904,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Hillside - Significant slope from side to side,Gentle slope,Single-family Detached,One story,Good,Average,50,14859,690,1670,1670,240000
905,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Above Average,NA,6173,288,902,876,125500
906,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Average,80,9920,280,1063,1056,128000
907,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Very Good,Average,116,13501,865,1636,1623,255000
908,1-1/2 STORY FINISHED ALL AGES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Good,Good,86,11500,180,2057,1017,250000
909,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Depression,Moderate Slope,Single-family Detached,One story,Average,Average,NA,8885,484,902,864,131000
910,2-STORY 1946 & NEWER,Moderately Irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Above Average,Average,149,12589,390,1484,742,174000
911,DUPLEX - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Duplex,Two story,Average,Average,80,11600,480,2274,1105,154300
912,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Moderate Slope,Single-family Detached,One story,Average,Good,NA,9286,252,1268,1268,143500
913,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Good,51,6120,450,1015,768,88000
914,DUPLEX - ALL STYLES AND AGES,Regular,Hillside - Significant slope from side to side,Gentle slope,Duplex,Two story,Average,Above Average,82,6270,871,2002,1001,145000
915,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Two story,Above Average,Average,30,3000,528,1224,612,173733
916,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse Inside Unit,Two story,Below Average,Average,21,2001,286,1092,546,75000
917,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Poor,Fair,50,9000,308,480,480,35311
918,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Below Average,Above Average,NA,17140,284,1229,1134,135000
919,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,103,13125,833,2127,1104,238000
920,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Very Good,87,11029,601,1414,1184,176500
921,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Above Average,Average,70,8462,471,1721,928,201000
922,DUPLEX - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Duplex,One and one-half story: 2nd level finished,Average,Good,67,8777,0,2200,1272,145900
923,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Average,65,10237,397,1316,1316,169990
924,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,Above Average,Average,50,8012,533,1617,1604,193000
925,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Above Average,79,10240,612,1686,1686,207500
926,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Above Average,NA,15611,540,1126,1126,175000
927,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Very Good,Average,93,11999,656,2374,1181,285000
928,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,NA,9900,486,1978,832,176000
929,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Very Good,Average,NA,11838,522,1788,1753,236500
930,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,NA,13006,642,2236,964,222000
931,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Hillside - Significant slope from side to side,Gentle slope,Single-family Detached,One story,Very Good,Average,73,8925,610,1466,1466,201000
932,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Above Average,70,9100,429,925,925,117500
933,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Excellent,Average,84,11670,788,1905,1905,320000
934,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Good,Average,63,8487,570,1500,1500,190000
935,1-STORY 1946 & NEWER ALL STYLES,Moderately Irregular,Hillside - Significant slope from side to side,Moderate Slope,Single-family Detached,One story,Good,Good,313,27650,505,2069,585,242000
936,1-STORY 1945 & OLDER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Below Average,Average,52,5825,528,747,600,79900
937,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Good,Average,67,10083,555,1200,1176,184900
938,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,75,9675,689,1971,1113,253000
939,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,73,8760,868,1962,1391,239799
940,2-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Good,NA,24090,349,2403,1032,244400
941,DUPLEX - ALL STYLES AND AGES,Slightly irregular,Near Flat/Level,Gentle slope,Duplex,One story,Above Average,Average,55,12640,574,1728,1728,150900
942,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,NA,8755,390,2060,992,214000
943,DUPLEX - ALL STYLES AND AGES,Slightly irregular,Near Flat/Level,Gentle slope,Duplex,One story,Below Average,Fair,42,7711,0,1440,1440,150000
944,DUPLEX - ALL STYLES AND AGES,Regular,Depression,Gentle slope,Duplex,One story,Average,Below Average,100,25000,576,1632,1632,143000
945,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,Above Average,Above Average,NA,14375,525,1344,819,137500
946,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Average,Above Average,98,8820,456,1869,1088,124900
947,SPLIT OR MULTI-LEVEL,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,Average,Above Average,70,8163,796,1144,1144,143000
948,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Very Good,Average,85,14536,808,1629,1616,270000
949,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,65,14006,474,1776,936,192500
950,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Good,78,9360,676,1381,1161,197500
951,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Very Good,60,7200,720,864,864,129000
952,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Average,60,7800,300,965,828,119900
953,SPLIT FOYER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Split Foyer,Average,Very Good,60,7200,396,768,768,133900
954,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Moderate Slope,Single-family Detached,Two story,Average,Below Average,NA,11075,530,1968,784,172000
955,DUPLEX - ALL STYLES AND AGES,Slightly irregular,Near Flat/Level,Gentle slope,Duplex,Split Foyer,Above Average,Average,35,9400,0,980,945,127500
956,DUPLEX - ALL STYLES AND AGES,Slightly irregular,Hillside - Significant slope from side to side,Gentle slope,Duplex,Two story,Above Average,Above Average,82,7136,492,1958,979,145000
957,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Two story,Above Average,Above Average,24,1300,462,1229,561,124000
958,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Average,70,7420,576,1057,1057,132000
959,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Good,Average,65,8450,531,1337,1337,185000
960,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse Inside Unit,Two story,Good,Average,24,2572,484,1416,696,155000
961,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Good,50,7207,0,858,858,116500
962,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Above Average,Good,NA,12227,619,2872,1330,272000
963,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Two story,Above Average,Above Average,24,2308,440,1548,804,155000
964,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Excellent,Average,122,11923,702,1800,1800,239000
965,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,80,11316,510,1894,817,214900
966,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Above Average,Average,65,10237,393,1484,783,178900
967,1-1/2 STORY FINISHED ALL AGES,Slightly irregular,Hillside - Significant slope from side to side,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Average,Good,130,9600,256,1308,728,160000
968,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Good,NA,7390,260,1098,1098,135000
969,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Fair,Above Average,50,5925,0,968,600,37900
970,2 FAMILY CONVERSION - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Two-family Conversion; originally built as one-family dwelling,Split Level,Above Average,Average,75,10382,264,1095,588,140000
971,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Below Average,Below Average,60,10800,0,1192,720,135000
972,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse Inside Unit,Two story,Good,Average,36,2268,474,1626,764,173000
973,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,Above Average,Average,55,7892,264,918,918,99500
974,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Good,Average,95,11639,480,1428,1428,182000
975,2-STORY 1945 & OLDER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Very Good,60,11414,532,2019,728,167500
976,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse Inside Unit,Two story,Good,Average,NA,2651,490,1382,673,165000
977,1-STORY 1945 & OLDER,Slightly irregular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,One story,Below Average,Good,51,5900,0,869,440,85500
978,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,Good,Average,35,4274,569,1241,1241,199900
979,1-STORY 1946 & NEWER ALL STYLES,Regular,Banked - Quick and significant rise from street grade to building,Moderate Slope,Single-family Detached,One story,Below Average,Average,68,9450,400,894,894,110000
980,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Above Average,80,8816,480,1121,1121,139000
981,SPLIT FOYER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Split Foyer,Good,Excellent,NA,12122,588,999,944,178400
982,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Very Good,Average,98,12203,676,2612,1225,336000
983,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Good,Average,43,3182,388,1266,1266,159895
984,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Very Good,Average,NA,11250,779,2290,1128,255900
985,DUPLEX - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Duplex,One and one-half story: 2nd level finished,Average,Average,75,10125,539,1734,0,126000
986,2 FAMILY CONVERSION - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Two-family Conversion; originally built as one-family dwelling,One story,Average,Average,68,10880,240,1164,1164,125000
987,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Above Average,Very Good,59,5310,255,1635,485,117000
988,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Excellent,Average,83,10159,606,1940,1930,395192
989,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Above Average,Above Average,NA,12046,551,2030,848,195000
990,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,65,8125,614,1576,770,197000
991,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Very Good,Average,82,9452,870,2392,1396,348000
992,2-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Very Good,Excellent,121,17671,424,1742,916,168000
993,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Moderate Slope,Single-family Detached,Two story,Above Average,Very Good,80,9760,440,1851,822,187000
994,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Above Average,Average,68,8846,564,1500,750,173900
995,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Very Excellent,Average,96,12456,786,1718,1700,337500
996,1-1/2 STORY FINISHED ALL AGES,Slightly irregular,Near Flat/Level,Moderate Slope,Single-family Detached,One and one-half story: 2nd level finished,Below Average,Good,51,4712,305,1230,747,121600
997,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Above Average,NA,10659,368,1050,1050,136500
998,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Above Average,NA,11717,615,1442,1442,185000
999,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Fair,Below Average,60,9786,210,1077,1007,91000
1000,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Good,Average,64,6762,632,1208,1187,206000
1001,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Fair,Fair,74,10206,528,944,0,82000
1002,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Above Average,60,5400,216,691,691,86000
1003,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Very Good,Average,75,11957,824,1574,1574,232000
1004,DUPLEX - ALL STYLES AND AGES,Slightly irregular,Near Flat/Level,Gentle slope,Duplex,One story,Average,Above Average,NA,11500,528,1680,1680,136905
1005,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,Good,Average,43,3182,457,1504,1346,181000
